"YYYYMMDD","Pday_mm","TmeanDay_C","TminDay_C","TmaxDay_C","Date","Year","Month","Month_Y"
19911108,0,8.2,3,13.5,1991-11-08,1991,"Nov","1991-Nov"
19911109,9.8,9,6.5,11.5,1991-11-09,1991,"Nov","1991-Nov"
19911110,0,9.5,6.5,12.5,1991-11-10,1991,"Nov","1991-Nov"
19911111,0,8.8,1.5,16,1991-11-11,1991,"Nov","1991-Nov"
19911112,2.8,12,5.5,18.5,1991-11-12,1991,"Nov","1991-Nov"
19911113,13.7,11.2,9.5,13,1991-11-13,1991,"Nov","1991-Nov"
19911114,3.8,11.2,5.5,17,1991-11-14,1991,"Nov","1991-Nov"
19911115,18.7,12.5,9,16,1991-11-15,1991,"Nov","1991-Nov"
19911116,8.4,10.2,9,11.5,1991-11-16,1991,"Nov","1991-Nov"
19911117,0.5,11.2,7.5,15,1991-11-17,1991,"Nov","1991-Nov"
19911118,10.8,11.8,8,15.5,1991-11-18,1991,"Nov","1991-Nov"
19911119,43.2,9.5,7.5,11.5,1991-11-19,1991,"Nov","1991-Nov"
19911120,67.2,7.8,7,8.5,1991-11-20,1991,"Nov","1991-Nov"
19911121,7.6,6.2,4.5,8,1991-11-21,1991,"Nov","1991-Nov"
19911122,0,6.5,3.5,9.5,1991-11-22,1991,"Nov","1991-Nov"
19911123,0,5.5,0.5,10.5,1991-11-23,1991,"Nov","1991-Nov"
19911124,0,6,-2,14,1991-11-24,1991,"Nov","1991-Nov"
19911125,0,12,6.5,17.5,1991-11-25,1991,"Nov","1991-Nov"
19911126,0,14.5,10.5,18.5,1991-11-26,1991,"Nov","1991-Nov"
19911127,0,11,4.5,17.5,1991-11-27,1991,"Nov","1991-Nov"
19911128,0,10.5,6.5,14.5,1991-11-28,1991,"Nov","1991-Nov"
19911129,0,10.2,5,15.5,1991-11-29,1991,"Nov","1991-Nov"
19911130,0,12.2,10,14.5,1991-11-30,1991,"Nov","1991-Nov"
19911201,1.8,9.2,4.5,14,1991-12-01,1991,"Dec","1991-Dec"
19911202,0,9.2,7,11.5,1991-12-02,1991,"Dec","1991-Dec"
19911203,0,10.2,6.5,14,1991-12-03,1991,"Dec","1991-Dec"
19911204,0,8.8,2,15.5,1991-12-04,1991,"Dec","1991-Dec"
19911205,0,9.2,3,15.5,1991-12-05,1991,"Dec","1991-Dec"
19911206,0,6.2,0,12.5,1991-12-06,1991,"Dec","1991-Dec"
19911207,0,8.5,5.5,11.5,1991-12-07,1991,"Dec","1991-Dec"
19911208,0,9.5,7,12,1991-12-08,1991,"Dec","1991-Dec"
19911209,0,8,4.5,11.5,1991-12-09,1991,"Dec","1991-Dec"
19911210,0,7.8,3.5,12,1991-12-10,1991,"Dec","1991-Dec"
19911211,0,7.5,4,11,1991-12-11,1991,"Dec","1991-Dec"
19911212,0,7.2,2.5,12,1991-12-12,1991,"Dec","1991-Dec"
19911213,0,7.8,4.5,11,1991-12-13,1991,"Dec","1991-Dec"
19911214,0.7,10,7,13,1991-12-14,1991,"Dec","1991-Dec"
19911215,0,9.8,7.5,12,1991-12-15,1991,"Dec","1991-Dec"
19911216,0,10.8,7.5,14,1991-12-16,1991,"Dec","1991-Dec"
19911217,0,8.2,3,13.5,1991-12-17,1991,"Dec","1991-Dec"
19911218,1.7,9.5,6,13,1991-12-18,1991,"Dec","1991-Dec"
19911219,0,10.2,6,14.5,1991-12-19,1991,"Dec","1991-Dec"
19911220,0,8.5,5.5,11.5,1991-12-20,1991,"Dec","1991-Dec"
19911221,0,10,7,13,1991-12-21,1991,"Dec","1991-Dec"
19911222,0,6.2,0,12.5,1991-12-22,1991,"Dec","1991-Dec"
19911223,0,4.8,-3.5,13,1991-12-23,1991,"Dec","1991-Dec"
19911224,0,5.2,1,9.5,1991-12-24,1991,"Dec","1991-Dec"
19911225,0,4.5,0,9,1991-12-25,1991,"Dec","1991-Dec"
19911226,0,2.8,-4.5,10,1991-12-26,1991,"Dec","1991-Dec"
19911227,0,2,-5,9,1991-12-27,1991,"Dec","1991-Dec"
19911228,0,6,2.5,9.5,1991-12-28,1991,"Dec","1991-Dec"
19911229,0,3.8,-4,11.5,1991-12-29,1991,"Dec","1991-Dec"
19911230,0,3.5,-2.5,9.5,1991-12-30,1991,"Dec","1991-Dec"
19911231,0,1.8,-3.5,7,1991-12-31,1991,"Dec","1991-Dec"
19920101,0,6.5,2,11,1992-01-01,1992,"Jan","1992-Jan"
19920102,0,3.8,0.5,7,1992-01-02,1992,"Jan","1992-Jan"
19920103,0,4.5,1.5,7.5,1992-01-03,1992,"Jan","1992-Jan"
19920104,0,4.5,-2,11,1992-01-04,1992,"Jan","1992-Jan"
19920105,0,2.2,-2,6.5,1992-01-05,1992,"Jan","1992-Jan"
19920106,0,3.8,0.5,7,1992-01-06,1992,"Jan","1992-Jan"
19920107,0,6,1,11,1992-01-07,1992,"Jan","1992-Jan"
19920108,0,11.8,4.5,19,1992-01-08,1992,"Jan","1992-Jan"
19920109,7.6,10,8,12,1992-01-09,1992,"Jan","1992-Jan"
19920110,5.5,6.5,4.5,8.5,1992-01-10,1992,"Jan","1992-Jan"
19920111,0.4,7.2,4.5,10,1992-01-11,1992,"Jan","1992-Jan"
19920112,5.9,7.2,4,10.5,1992-01-12,1992,"Jan","1992-Jan"
19920113,0,5.8,3,8.5,1992-01-13,1992,"Jan","1992-Jan"
19920114,0,4,-1.5,9.5,1992-01-14,1992,"Jan","1992-Jan"
19920115,0,3.2,-2.5,9,1992-01-15,1992,"Jan","1992-Jan"
19920116,0,4.8,2,7.5,1992-01-16,1992,"Jan","1992-Jan"
19920117,0,5.5,4.5,6.5,1992-01-17,1992,"Jan","1992-Jan"
19920118,0,6,4,8,1992-01-18,1992,"Jan","1992-Jan"
19920119,0,5.2,4,6.5,1992-01-19,1992,"Jan","1992-Jan"
19920120,16.5,6.8,6.5,7,1992-01-20,1992,"Jan","1992-Jan"
19920121,4.7,5,3.5,6.5,1992-01-21,1992,"Jan","1992-Jan"
19920122,NA,2.8,1,4.5,1992-01-22,1992,"Jan","1992-Jan"
19920123,1.7,2.8,0,5.5,1992-01-23,1992,"Jan","1992-Jan"
19920124,0,4.5,0.5,8.5,1992-01-24,1992,"Jan","1992-Jan"
19920125,0,8,4.5,11.5,1992-01-25,1992,"Jan","1992-Jan"
19920126,1.9,7,5,9,1992-01-26,1992,"Jan","1992-Jan"
19920127,0,6.2,5.5,7,1992-01-27,1992,"Jan","1992-Jan"
19920128,0,5.8,0.5,11,1992-01-28,1992,"Jan","1992-Jan"
19920129,0,3.8,-3,10.5,1992-01-29,1992,"Jan","1992-Jan"
19920130,0,7.8,1.5,14,1992-01-30,1992,"Jan","1992-Jan"
19920131,0,6.2,-2,14.5,1992-01-31,1992,"Jan","1992-Jan"
19920201,0,5.5,-1.5,12.5,1992-02-01,1992,"Feb","1992-Feb"
19920202,0,5.5,-3,14,1992-02-02,1992,"Feb","1992-Feb"
19920203,0,5.2,-3,13.5,1992-02-03,1992,"Feb","1992-Feb"
19920204,0,6.2,0.5,12,1992-02-04,1992,"Feb","1992-Feb"
19920205,0,7,2.5,11.5,1992-02-05,1992,"Feb","1992-Feb"
19920206,0,9,6,12,1992-02-06,1992,"Feb","1992-Feb"
19920207,0,7.5,0,15,1992-02-07,1992,"Feb","1992-Feb"
19920208,0,8.8,4,13.5,1992-02-08,1992,"Feb","1992-Feb"
19920209,0,10.5,7,14,1992-02-09,1992,"Feb","1992-Feb"
19920210,0,9.2,3.5,15,1992-02-10,1992,"Feb","1992-Feb"
19920211,0,11.5,6.5,16.5,1992-02-11,1992,"Feb","1992-Feb"
19920212,13.8,12.8,7,18.5,1992-02-12,1992,"Feb","1992-Feb"
19920213,0,8.8,5,12.5,1992-02-13,1992,"Feb","1992-Feb"
19920214,0,9,3.5,14.5,1992-02-14,1992,"Feb","1992-Feb"
19920215,0,11.2,4,18.5,1992-02-15,1992,"Feb","1992-Feb"
19920216,1.4,8,5.5,10.5,1992-02-16,1992,"Feb","1992-Feb"
19920217,0,6.2,3,9.5,1992-02-17,1992,"Feb","1992-Feb"
19920218,0,3.8,-0.5,8,1992-02-18,1992,"Feb","1992-Feb"
19920219,0,3.5,0,7,1992-02-19,1992,"Feb","1992-Feb"
19920220,0,4.2,-0.5,9,1992-02-20,1992,"Feb","1992-Feb"
19920221,0,3.8,-1,8.5,1992-02-21,1992,"Feb","1992-Feb"
19920222,0,5,-3,13,1992-02-22,1992,"Feb","1992-Feb"
19920223,0,7.8,-2,17.5,1992-02-23,1992,"Feb","1992-Feb"
19920224,0,9.5,3.5,15.5,1992-02-24,1992,"Feb","1992-Feb"
19920225,3.4,8.2,4,12.5,1992-02-25,1992,"Feb","1992-Feb"
19920226,0,9.5,4.5,14.5,1992-02-26,1992,"Feb","1992-Feb"
19920227,0,8.8,0,17.5,1992-02-27,1992,"Feb","1992-Feb"
19920228,0,12.2,6.5,18,1992-02-28,1992,"Feb","1992-Feb"
19920229,0,11.8,7.5,16,1992-02-29,1992,"Feb","1992-Feb"
19920301,0,11.8,7,16.5,1992-03-01,1992,"Mar","1992-Mar"
19920302,0,10.2,4.5,16,1992-03-02,1992,"Mar","1992-Mar"
19920303,0,8.5,1,16,1992-03-03,1992,"Mar","1992-Mar"
19920304,0,10.5,2.5,18.5,1992-03-04,1992,"Mar","1992-Mar"
19920305,1.4,13.8,9,18.5,1992-03-05,1992,"Mar","1992-Mar"
19920306,0,12.8,8.5,17,1992-03-06,1992,"Mar","1992-Mar"
19920307,0,9.8,1.5,18,1992-03-07,1992,"Mar","1992-Mar"
19920308,0,9,5.5,12.5,1992-03-08,1992,"Mar","1992-Mar"
19920309,0,8.5,2,15,1992-03-09,1992,"Mar","1992-Mar"
19920310,2.4,10,2,18,1992-03-10,1992,"Mar","1992-Mar"
19920311,2.4,8.5,6.5,10.5,1992-03-11,1992,"Mar","1992-Mar"
19920312,0,8.8,5.5,12,1992-03-12,1992,"Mar","1992-Mar"
19920313,0,10,4,16,1992-03-13,1992,"Mar","1992-Mar"
19920314,0.7,9.5,5.5,13.5,1992-03-14,1992,"Mar","1992-Mar"
19920315,0,11,9,13,1992-03-15,1992,"Mar","1992-Mar"
19920316,0,12,8.5,15.5,1992-03-16,1992,"Mar","1992-Mar"
19920317,0,11.2,3.5,19,1992-03-17,1992,"Mar","1992-Mar"
19920318,0,10.5,5.5,15.5,1992-03-18,1992,"Mar","1992-Mar"
19920319,0,12.2,5.5,19,1992-03-19,1992,"Mar","1992-Mar"
19920320,0,14.5,3,26,1992-03-20,1992,"Mar","1992-Mar"
19920321,0,11.5,5.5,17.5,1992-03-21,1992,"Mar","1992-Mar"
19920322,0,12.2,4,20.5,1992-03-22,1992,"Mar","1992-Mar"
19920323,41.3,11.8,10.5,13,1992-03-23,1992,"Mar","1992-Mar"
19920324,43,5.5,3,8,1992-03-24,1992,"Mar","1992-Mar"
19920325,11.4,4.5,1.5,7.5,1992-03-25,1992,"Mar","1992-Mar"
19920326,49.5,6.5,3.5,9.5,1992-03-26,1992,"Mar","1992-Mar"
19920327,19.6,6,3,9,1992-03-27,1992,"Mar","1992-Mar"
19920328,1.4,6.8,4,9.5,1992-03-28,1992,"Mar","1992-Mar"
19920329,0,7.5,0.5,14.5,1992-03-29,1992,"Mar","1992-Mar"
19920330,2.3,9,5.5,12.5,1992-03-30,1992,"Mar","1992-Mar"
19920331,13.1,6.2,2,10.5,1992-03-31,1992,"Mar","1992-Mar"
19920401,0,7.2,2,12.5,1992-04-01,1992,"Apr","1992-Apr"
19920402,0.6,12.2,6.5,18,1992-04-02,1992,"Apr","1992-Apr"
19920403,0.7,13.2,8,18.5,1992-04-03,1992,"Apr","1992-Apr"
19920404,17.8,12,7,17,1992-04-04,1992,"Apr","1992-Apr"
19920405,0,8.8,7.5,10,1992-04-05,1992,"Apr","1992-Apr"
19920406,6.9,9,1.5,16.5,1992-04-06,1992,"Apr","1992-Apr"
19920407,18.8,9,4.5,13.5,1992-04-07,1992,"Apr","1992-Apr"
19920408,19.2,8.8,5.5,12,1992-04-08,1992,"Apr","1992-Apr"
19920409,0,10.2,6,14.5,1992-04-09,1992,"Apr","1992-Apr"
19920410,0,9.2,3,15.5,1992-04-10,1992,"Apr","1992-Apr"
19920411,0,8.8,0,17.5,1992-04-11,1992,"Apr","1992-Apr"
19920412,3.5,7,1.5,12.5,1992-04-12,1992,"Apr","1992-Apr"
19920413,0,10.8,5.5,16,1992-04-13,1992,"Apr","1992-Apr"
19920414,6.9,13.5,1.5,25.5,1992-04-14,1992,"Apr","1992-Apr"
19920415,3.2,9.8,4.5,15,1992-04-15,1992,"Apr","1992-Apr"
19920416,11.6,8.5,6.5,10.5,1992-04-16,1992,"Apr","1992-Apr"
19920417,11.9,8.5,5.5,11.5,1992-04-17,1992,"Apr","1992-Apr"
19920418,0,10.2,8,12.5,1992-04-18,1992,"Apr","1992-Apr"
19920419,0,12.2,9,15.5,1992-04-19,1992,"Apr","1992-Apr"
19920420,0,15.2,4.5,26,1992-04-20,1992,"Apr","1992-Apr"
19920421,0,11.2,5,17.5,1992-04-21,1992,"Apr","1992-Apr"
19920422,0,12.5,8,17,1992-04-22,1992,"Apr","1992-Apr"
19920423,0,13.2,6,20.5,1992-04-23,1992,"Apr","1992-Apr"
19920424,0,16.8,5,28.5,1992-04-24,1992,"Apr","1992-Apr"
19920425,0,15.5,6,25,1992-04-25,1992,"Apr","1992-Apr"
19920426,0,16.2,8.5,24,1992-04-26,1992,"Apr","1992-Apr"
19920427,0,15.5,8,23,1992-04-27,1992,"Apr","1992-Apr"
19920428,7.6,11.8,10,13.5,1992-04-28,1992,"Apr","1992-Apr"
19920429,2.1,9.2,6,12.5,1992-04-29,1992,"Apr","1992-Apr"
19920430,0,11,7.5,14.5,1992-04-30,1992,"Apr","1992-Apr"
19920501,22.5,13.5,9,18,1992-05-01,1992,"May","1992-May"
19920502,9.3,9.5,8,11,1992-05-02,1992,"May","1992-May"
19920503,0,10.2,7,13.5,1992-05-03,1992,"May","1992-May"
19920504,0,11.2,8.5,14,1992-05-04,1992,"May","1992-May"
19920505,0,9.5,3.5,15.5,1992-05-05,1992,"May","1992-May"
19920506,0,11.8,6.5,17,1992-05-06,1992,"May","1992-May"
19920507,0,12.8,6,19.5,1992-05-07,1992,"May","1992-May"
19920508,0,13.5,7,20,1992-05-08,1992,"May","1992-May"
19920509,0,15.8,9,22.5,1992-05-09,1992,"May","1992-May"
19920510,0,15.8,7,24.5,1992-05-10,1992,"May","1992-May"
19920511,0,12.5,7.5,17.5,1992-05-11,1992,"May","1992-May"
19920512,0,17.2,4.5,30,1992-05-12,1992,"May","1992-May"
19920513,0,22.5,14,31,1992-05-13,1992,"May","1992-May"
19920514,4.9,24,18.5,29.5,1992-05-14,1992,"May","1992-May"
19920515,0,22.2,13,31.5,1992-05-15,1992,"May","1992-May"
19920516,0,24.8,15.5,34,1992-05-16,1992,"May","1992-May"
19920517,0,22.8,12,33.5,1992-05-17,1992,"May","1992-May"
19920518,0,21.5,12.5,30.5,1992-05-18,1992,"May","1992-May"
19920519,0,17.2,11.5,23,1992-05-19,1992,"May","1992-May"
19920520,0,19.5,13,26,1992-05-20,1992,"May","1992-May"
19920521,0,20.5,11.5,29.5,1992-05-21,1992,"May","1992-May"
19920522,12.8,19.5,13,26,1992-05-22,1992,"May","1992-May"
19920523,1.4,17.5,12.5,22.5,1992-05-23,1992,"May","1992-May"
19920524,2.9,19.5,15,24,1992-05-24,1992,"May","1992-May"
19920525,0,19.5,9.5,29.5,1992-05-25,1992,"May","1992-May"
19920526,6.2,22.5,14,31,1992-05-26,1992,"May","1992-May"
19920527,0.9,21.5,14.5,28.5,1992-05-27,1992,"May","1992-May"
19920528,1.6,18.5,14,23,1992-05-28,1992,"May","1992-May"
19920529,0,18.2,11,25.5,1992-05-29,1992,"May","1992-May"
19920530,0,17.8,9,26.5,1992-05-30,1992,"May","1992-May"
19920531,0,17.8,10.5,25,1992-05-31,1992,"May","1992-May"
19920601,0,13.8,9.5,18,1992-06-01,1992,"Jun","1992-Jun"
19920602,4.3,13.8,9.5,18,1992-06-02,1992,"Jun","1992-Jun"
19920603,6.5,14.8,12,17.5,1992-06-03,1992,"Jun","1992-Jun"
19920604,2.3,13,10,16,1992-06-04,1992,"Jun","1992-Jun"
19920605,0,11.2,4,18.5,1992-06-05,1992,"Jun","1992-Jun"
19920606,1.8,12.8,5.5,20,1992-06-06,1992,"Jun","1992-Jun"
19920607,16.6,11.5,7.5,15.5,1992-06-07,1992,"Jun","1992-Jun"
19920608,6.9,17,11.5,22.5,1992-06-08,1992,"Jun","1992-Jun"
19920609,2.8,13.5,11,16,1992-06-09,1992,"Jun","1992-Jun"
19920610,0,12,6.5,17.5,1992-06-10,1992,"Jun","1992-Jun"
19920611,0,13.5,6,21,1992-06-11,1992,"Jun","1992-Jun"
19920612,0,13.2,5,21.5,1992-06-12,1992,"Jun","1992-Jun"
19920613,15,13.5,9,18,1992-06-13,1992,"Jun","1992-Jun"
19920614,0,17.5,11.5,23.5,1992-06-14,1992,"Jun","1992-Jun"
19920615,1,18.5,14,23,1992-06-15,1992,"Jun","1992-Jun"
19920616,0,20.5,16.5,24.5,1992-06-16,1992,"Jun","1992-Jun"
19920617,0,17.2,13,21.5,1992-06-17,1992,"Jun","1992-Jun"
19920618,0,19,15.5,22.5,1992-06-18,1992,"Jun","1992-Jun"
19920619,1.3,16,11.5,20.5,1992-06-19,1992,"Jun","1992-Jun"
19920620,2.9,13.5,10.5,16.5,1992-06-20,1992,"Jun","1992-Jun"
19920621,13.5,11.5,6,17,1992-06-21,1992,"Jun","1992-Jun"
19920622,51.9,15.8,12.5,19,1992-06-22,1992,"Jun","1992-Jun"
19920623,17,15.5,12.5,18.5,1992-06-23,1992,"Jun","1992-Jun"
19920624,0,15.8,13,18.5,1992-06-24,1992,"Jun","1992-Jun"
19920625,0,15.8,11,20.5,1992-06-25,1992,"Jun","1992-Jun"
19920626,0,16.5,10,23,1992-06-26,1992,"Jun","1992-Jun"
19920627,0,20,10.5,29.5,1992-06-27,1992,"Jun","1992-Jun"
19920628,11.2,22.5,12.5,32.5,1992-06-28,1992,"Jun","1992-Jun"
19920629,4.4,21.8,16,27.5,1992-06-29,1992,"Jun","1992-Jun"
19920630,4.9,20.5,15.5,25.5,1992-06-30,1992,"Jun","1992-Jun"
19920701,1.1,17.5,14,21,1992-07-01,1992,"Jul","1992-Jul"
19920702,0,18,9.5,26.5,1992-07-02,1992,"Jul","1992-Jul"
19920703,0,19.8,12.5,27,1992-07-03,1992,"Jul","1992-Jul"
19920704,2.9,18.2,15.5,21,1992-07-04,1992,"Jul","1992-Jul"
19920705,8.6,15.8,14,17.5,1992-07-05,1992,"Jul","1992-Jul"
19920706,3.9,15.5,13,18,1992-07-06,1992,"Jul","1992-Jul"
19920707,7.4,16.5,13.5,19.5,1992-07-07,1992,"Jul","1992-Jul"
19920708,0,19,14,24,1992-07-08,1992,"Jul","1992-Jul"
19920709,0,15.5,12.5,18.5,1992-07-09,1992,"Jul","1992-Jul"
19920710,0,17.5,10,25,1992-07-10,1992,"Jul","1992-Jul"
19920711,0,18.5,12.5,24.5,1992-07-11,1992,"Jul","1992-Jul"
19920712,0,20.8,16,25.5,1992-07-12,1992,"Jul","1992-Jul"
19920713,0,22.2,15.5,29,1992-07-13,1992,"Jul","1992-Jul"
19920714,0,20,13.5,26.5,1992-07-14,1992,"Jul","1992-Jul"
19920715,2.4,25.8,17,34.5,1992-07-15,1992,"Jul","1992-Jul"
19920716,0,20.5,18.5,22.5,1992-07-16,1992,"Jul","1992-Jul"
19920717,0,21.8,16,27.5,1992-07-17,1992,"Jul","1992-Jul"
19920718,0,22,14,30,1992-07-18,1992,"Jul","1992-Jul"
19920719,0,24.2,15.5,33,1992-07-19,1992,"Jul","1992-Jul"
19920720,2.6,25.2,18.5,32,1992-07-20,1992,"Jul","1992-Jul"
19920721,0,18.8,17,20.5,1992-07-21,1992,"Jul","1992-Jul"
19920722,0,19,14,24,1992-07-22,1992,"Jul","1992-Jul"
19920723,0,23.2,13.5,33,1992-07-23,1992,"Jul","1992-Jul"
19920724,0,20.5,16.5,24.5,1992-07-24,1992,"Jul","1992-Jul"
19920725,0,22.2,17,27.5,1992-07-25,1992,"Jul","1992-Jul"
19920726,0,27.2,17.5,37,1992-07-26,1992,"Jul","1992-Jul"
19920727,0,20.8,20,21.5,1992-07-27,1992,"Jul","1992-Jul"
19920728,0,24.8,18,31.5,1992-07-28,1992,"Jul","1992-Jul"
19920729,0,26.8,17,36.5,1992-07-29,1992,"Jul","1992-Jul"
19920730,0,27.2,20,34.5,1992-07-30,1992,"Jul","1992-Jul"
19920731,0,27,18.5,35.5,1992-07-31,1992,"Jul","1992-Jul"
19920801,7.4,24.5,17,32,1992-08-01,1992,"Aug","1992-Aug"
19920802,1.2,25,19.5,30.5,1992-08-02,1992,"Aug","1992-Aug"
19920803,1.8,22,19.5,24.5,1992-08-03,1992,"Aug","1992-Aug"
19920804,0,20.5,18,23,1992-08-04,1992,"Aug","1992-Aug"
19920805,0,23,16.5,29.5,1992-08-05,1992,"Aug","1992-Aug"
19920806,0,23,18,28,1992-08-06,1992,"Aug","1992-Aug"
19920807,1.9,26.2,20,32.5,1992-08-07,1992,"Aug","1992-Aug"
19920808,4.6,22.8,18,27.5,1992-08-08,1992,"Aug","1992-Aug"
19920809,0,18.2,13,23.5,1992-08-09,1992,"Aug","1992-Aug"
19920810,0,17.5,10.5,24.5,1992-08-10,1992,"Aug","1992-Aug"
19920811,0,18.5,14.5,22.5,1992-08-11,1992,"Aug","1992-Aug"
19920812,0,18,10.5,25.5,1992-08-12,1992,"Aug","1992-Aug"
19920813,0,18.8,12.5,25,1992-08-13,1992,"Aug","1992-Aug"
19920814,0,18.2,11,25.5,1992-08-14,1992,"Aug","1992-Aug"
19920815,0,19,12,26,1992-08-15,1992,"Aug","1992-Aug"
19920816,0,21.8,13,30.5,1992-08-16,1992,"Aug","1992-Aug"
19920817,0,21.8,12.5,31,1992-08-17,1992,"Aug","1992-Aug"
19920818,0,27.8,17.5,38,1992-08-18,1992,"Aug","1992-Aug"
19920819,5.4,26.2,21.5,31,1992-08-19,1992,"Aug","1992-Aug"
19920820,0,22.2,16.5,28,1992-08-20,1992,"Aug","1992-Aug"
19920821,0,21.8,14.5,29,1992-08-21,1992,"Aug","1992-Aug"
19920822,0,24,15.5,32.5,1992-08-22,1992,"Aug","1992-Aug"
19920823,0,22.5,14.5,30.5,1992-08-23,1992,"Aug","1992-Aug"
19920824,0,23.2,13,33.5,1992-08-24,1992,"Aug","1992-Aug"
19920825,2,23.2,14.5,32,1992-08-25,1992,"Aug","1992-Aug"
19920826,0,23.5,19.5,27.5,1992-08-26,1992,"Aug","1992-Aug"
19920827,0,24.2,13.5,35,1992-08-27,1992,"Aug","1992-Aug"
19920828,31,21.2,14.5,28,1992-08-28,1992,"Aug","1992-Aug"
19920829,0,17.8,13.5,22,1992-08-29,1992,"Aug","1992-Aug"
19920830,16.7,17.5,13.5,21.5,1992-08-30,1992,"Aug","1992-Aug"
19920831,2.4,16.5,14.5,18.5,1992-08-31,1992,"Aug","1992-Aug"
19920901,0,14.8,7,22.5,1992-09-01,1992,"Sep","1992-Sep"
19920902,0,19.2,9.5,29,1992-09-02,1992,"Sep","1992-Sep"
19920903,0,17.2,11,23.5,1992-09-03,1992,"Sep","1992-Sep"
19920904,0,16.5,13.5,19.5,1992-09-04,1992,"Sep","1992-Sep"
19920905,0,18.2,12,24.5,1992-09-05,1992,"Sep","1992-Sep"
19920906,0,20.2,9,31.5,1992-09-06,1992,"Sep","1992-Sep"
19920907,5.8,15.8,12,19.5,1992-09-07,1992,"Sep","1992-Sep"
19920908,5.8,15.2,14,16.5,1992-09-08,1992,"Sep","1992-Sep"
19920909,0,15.8,11.5,20,1992-09-09,1992,"Sep","1992-Sep"
19920910,0,18.5,8.5,28.5,1992-09-10,1992,"Sep","1992-Sep"
19920911,0,16.8,11,22.5,1992-09-11,1992,"Sep","1992-Sep"
19920912,0,21.5,14,29,1992-09-12,1992,"Sep","1992-Sep"
19920913,0,18,14,22,1992-09-13,1992,"Sep","1992-Sep"
19920914,0,19,15.5,22.5,1992-09-14,1992,"Sep","1992-Sep"
19920915,0,20.8,12.5,29,1992-09-15,1992,"Sep","1992-Sep"
19920916,0,22.5,12.5,32.5,1992-09-16,1992,"Sep","1992-Sep"
19920917,1.2,20.5,16,25,1992-09-17,1992,"Sep","1992-Sep"
19920918,0,16.2,14.5,18,1992-09-18,1992,"Sep","1992-Sep"
19920919,0,17,15,19,1992-09-19,1992,"Sep","1992-Sep"
19920920,0,18.5,15.5,21.5,1992-09-20,1992,"Sep","1992-Sep"
19920921,3.4,20,13.5,26.5,1992-09-21,1992,"Sep","1992-Sep"
19920922,0,16.5,12,21,1992-09-22,1992,"Sep","1992-Sep"
19920923,0,16.5,12.5,20.5,1992-09-23,1992,"Sep","1992-Sep"
19920924,0,16.5,7.5,25.5,1992-09-24,1992,"Sep","1992-Sep"
19920925,2.4,19.5,11.5,27.5,1992-09-25,1992,"Sep","1992-Sep"
19920926,4.7,21,15.5,26.5,1992-09-26,1992,"Sep","1992-Sep"
19920927,40.3,14.2,12,16.5,1992-09-27,1992,"Sep","1992-Sep"
19920928,0,14.2,7,21.5,1992-09-28,1992,"Sep","1992-Sep"
19920929,0,18,11,25,1992-09-29,1992,"Sep","1992-Sep"
19920930,0,17,10,24,1992-09-30,1992,"Sep","1992-Sep"
19921001,0,18.5,12,25,1992-10-01,1992,"Oct","1992-Oct"
19921002,4.4,17.8,13.5,22,1992-10-02,1992,"Oct","1992-Oct"
19921003,41.8,15.8,14.5,17,1992-10-03,1992,"Oct","1992-Oct"
19921004,38.8,13,9.5,16.5,1992-10-04,1992,"Oct","1992-Oct"
19921005,67.7,13,12,14,1992-10-05,1992,"Oct","1992-Oct"
19921006,13,12.5,11,14,1992-10-06,1992,"Oct","1992-Oct"
19921007,1,14.2,11.5,17,1992-10-07,1992,"Oct","1992-Oct"
19921008,8.4,13.2,8.5,18,1992-10-08,1992,"Oct","1992-Oct"
19921009,24.2,12.5,9.5,15.5,1992-10-09,1992,"Oct","1992-Oct"
19921010,0,12.2,11,13.5,1992-10-10,1992,"Oct","1992-Oct"
19921011,0,12.2,9,15.5,1992-10-11,1992,"Oct","1992-Oct"
19921012,1.4,10.8,6.5,15,1992-10-12,1992,"Oct","1992-Oct"
19921013,0,11,8.5,13.5,1992-10-13,1992,"Oct","1992-Oct"
19921014,6.6,13.2,10.5,16,1992-10-14,1992,"Oct","1992-Oct"
19921015,18.1,11,5.5,16.5,1992-10-15,1992,"Oct","1992-Oct"
19921016,5.3,10.8,8,13.5,1992-10-16,1992,"Oct","1992-Oct"
19921017,0,11.5,9,14,1992-10-17,1992,"Oct","1992-Oct"
19921018,0,8.8,2,15.5,1992-10-18,1992,"Oct","1992-Oct"
19921019,0,11.2,6,16.5,1992-10-19,1992,"Oct","1992-Oct"
19921020,10,11.5,4.5,18.5,1992-10-20,1992,"Oct","1992-Oct"
19921021,3.6,9.2,5,13.5,1992-10-21,1992,"Oct","1992-Oct"
19921022,40.4,8.5,3,14,1992-10-22,1992,"Oct","1992-Oct"
19921023,45.3,11.2,8,14.5,1992-10-23,1992,"Oct","1992-Oct"
19921024,1.8,13.8,11,16.5,1992-10-24,1992,"Oct","1992-Oct"
19921025,0.8,13,9,17,1992-10-25,1992,"Oct","1992-Oct"
19921026,0,13.8,9,18.5,1992-10-26,1992,"Oct","1992-Oct"
19921027,NA,15.2,10,20.5,1992-10-27,1992,"Oct","1992-Oct"
19921028,14.4,15,13,17,1992-10-28,1992,"Oct","1992-Oct"
